L,K,P,G,Z,S,E,X,R,I,V,A,W,F,Y,M,C,T,N,U,D,H,Q,ID,Label,IsDNA,IsRNA
97,19,25,56,0,47,46,0,58,30,55,76,10,19,13,27,10,36,20,0,39,14,29,4669,nonDRNA,NotDNA,NotRNA
24,16,20,21,0,19,18,0,19,11,29,27,2,15,6,15,4,18,14,0,26,8,19,4670,nonDRNA,NotDNA,NotRNA
34,5,23,34,0,16,21,0,26,16,25,67,2,5,10,8,5,20,7,0,15,10,8,4671,nonDRNA,NotDNA,NotRNA
32,10,20,26,0,20,20,0,19,10,30,43,6,12,7,18,3,21,5,0,16,8,14,4672,nonDRNA,NotDNA,NotRNA
7,9,6,8,0,8,6,0,2,16,11,11,0,4,4,1,1,10,9,0,7,0,6,4673,nonDRNA,NotDNA,NotRNA
11,7,5,13,0,16,9,0,10,10,10,22,1,5,8,3,4,7,7,0,10,2,4,4674,nonDRNA,NotDNA,NotRNA
23,29,7,18,0,12,10,0,5,12,20,27,2,12,10,4,0,14,13,0,22,2,6,4675,nonDRNA,NotDNA,NotRNA
13,8,6,13,0,9,9,0,11,5,14,28,1,4,10,3,3,7,4,0,10,2,4,4676,nonDRNA,NotDNA,NotRNA
31,17,12,21,0,12,15,0,11,20,30,24,4,12,13,4,0,22,26,0,8,1,16,4677,nonDRNA,NotDNA,NotRNA
40,7,29,33,0,22,17,0,21,23,27,54,1,6,7,6,1,22,6,0,19,2,17,4678,nonDRNA,NotDNA,NotRNA
26,11,7,20,0,17,7,0,5,19,21,24,3,8,10,9,1,3,3,0,2,2,1,4679,nonDRNA,NotDNA,NotRNA
30,35,17,18,0,14,17,0,7,22,30,48,6,9,11,11,1,19,23,0,29,4,16,4680,nonDRNA,NotDNA,NotRNA
81,55,26,41,0,41,44,0,13,67,61,52,10,37,28,19,4,27,28,0,26,3,5,4681,nonDRNA,NotDNA,NotRNA
66,91,29,64,0,108,80,0,16,52,58,28,9,34,51,18,28,59,96,0,62,21,19,4682,nonDRNA,NotDNA,NotRNA
20,22,3,13,0,13,6,0,2,4,15,24,1,8,14,2,5,15,14,0,18,3,3,4683,nonDRNA,NotDNA,NotRNA
9,11,4,8,0,4,1,0,0,5,7,21,3,1,3,2,2,5,4,0,9,1,3,4684,nonDRNA,NotDNA,NotRNA
40,15,14,29,0,22,23,0,19,14,24,27,8,10,5,6,2,12,3,0,24,13,20,4685,nonDRNA,NotDNA,NotRNA
57,42,153,217,0,42,47,0,54,36,37,47,6,22,6,12,11,26,20,0,39,8,39,4686,nonDRNA,NotDNA,NotRNA
64,12,21,54,0,16,19,0,25,37,34,58,6,29,6,19,4,26,13,0,10,4,16,4687,nonDRNA,NotDNA,NotRNA
71,22,42,73,0,49,34,0,51,17,42,54,17,23,38,9,1,53,31,0,46,9,38,4688,nonDRNA,NotDNA,NotRNA
20,22,8,19,0,26,21,0,8,17,21,24,7,14,6,5,3,13,15,0,5,2,10,4689,nonDRNA,NotDNA,NotRNA
26,28,13,17,0,17,20,0,5,11,20,40,4,14,9,4,1,13,14,0,20,3,8,4690,nonDRNA,NotDNA,NotRNA
18,13,9,8,0,15,18,0,7,14,11,7,4,9,10,7,4,12,7,0,12,3,11,4691,nonDRNA,NotDNA,NotRNA
57,57,21,36,0,48,35,0,13,45,37,34,2,51,37,16,0,34,41,0,52,13,20,4692,nonDRNA,NotDNA,NotRNA
13,19,10,9,0,7,15,0,18,10,9,22,4,1,4,6,5,7,4,0,5,9,9,4693,nonDRNA,NotDNA,NotRNA
19,24,12,18,0,4,22,0,10,25,17,19,1,6,4,7,4,14,4,0,11,2,5,4694,nonDRNA,NotDNA,NotRNA
44,30,20,45,0,40,30,0,27,47,29,28,12,22,18,9,18,40,42,0,31,11,23,4695,nonDRNA,NotDNA,NotRNA
44,35,20,42,0,41,28,0,27,51,24,31,11,23,19,8,18,32,46,0,30,11,25,4696,nonDRNA,NotDNA,NotRNA
38,52,20,39,0,27,44,0,21,41,34,45,1,26,16,18,22,30,43,0,33,10,14,4697,nonDRNA,NotDNA,NotRNA
28,19,25,32,0,27,21,0,25,26,35,37,11,20,14,16,0,28,12,0,24,7,7,4698,nonDRNA,NotDNA,NotRNA
16,17,3,13,0,8,12,0,13,15,18,13,1,7,4,5,1,15,10,0,10,4,5,4699,nonDRNA,NotDNA,NotRNA
15,16,9,9,0,7,12,0,5,6,16,14,3,4,8,5,2,10,5,0,9,1,6,4700,nonDRNA,NotDNA,NotRNA
36,21,6,25,0,30,22,0,18,22,23,20,1,16,17,4,1,16,22,0,23,2,3,4701,nonDRNA,NotDNA,NotRNA
17,12,4,8,0,6,16,0,3,8,8,9,2,10,4,8,0,10,8,0,11,6,6,4702,nonDRNA,NotDNA,NotRNA
28,17,23,30,0,19,20,0,23,21,34,43,14,19,18,5,2,27,24,0,28,7,21,4703,nonDRNA,NotDNA,NotRNA
13,16,2,5,0,8,11,0,1,11,14,4,0,5,2,3,7,8,8,0,8,2,7,4704,nonDRNA,NotDNA,NotRNA
127,70,62,71,0,97,100,0,56,92,63,78,18,69,53,36,8,67,72,0,71,19,56,4705,nonDRNA,NotDNA,NotRNA
32,25,21,38,0,32,33,0,24,35,40,54,5,21,8,12,9,29,18,0,24,6,17,4706,nonDRNA,NotDNA,NotRNA
27,6,10,26,0,7,13,0,13,17,18,14,1,6,1,7,2,22,6,0,13,4,7,4707,nonDRNA,NotDNA,NotRNA
41,26,20,46,0,30,36,0,33,30,24,43,11,24,29,14,7,38,28,0,41,4,26,4708,nonDRNA,NotDNA,NotRNA
69,30,20,39,0,37,36,0,38,48,58,37,4,31,11,16,5,26,29,0,24,6,13,4709,nonDRNA,NotDNA,NotRNA
37,14,20,29,0,17,26,0,16,13,23,23,1,13,16,9,4,19,9,0,21,17,10,4710,nonDRNA,NotDNA,NotRNA
27,22,13,29,0,19,27,0,15,21,26,24,0,17,14,6,6,16,13,0,18,9,10,4711,nonDRNA,NotDNA,NotRNA
14,18,10,8,0,12,12,0,7,16,20,9,5,5,10,5,2,15,9,0,21,12,6,4712,nonDRNA,NotDNA,NotRNA
8,4,2,8,0,4,4,0,6,3,4,0,1,0,3,1,9,12,6,0,3,2,3,4713,nonDRNA,NotDNA,NotRNA
12,10,5,3,0,2,0,0,2,2,11,2,0,2,4,3,9,7,4,0,3,0,0,4714,nonDRNA,NotDNA,NotRNA
18,12,5,7,0,8,10,0,6,12,10,10,1,5,9,2,7,15,6,0,10,3,4,4715,nonDRNA,NotDNA,NotRNA
40,26,24,41,0,29,29,0,20,30,37,65,5,8,12,8,0,23,13,0,31,10,16,4716,nonDRNA,NotDNA,NotRNA
16,29,5,7,0,14,15,0,5,21,16,2,1,10,14,4,4,7,17,0,13,3,10,4717,nonDRNA,NotDNA,NotRNA
26,23,11,16,0,19,11,0,7,15,19,22,3,5,10,11,3,16,12,0,20,6,7,4718,nonDRNA,NotDNA,NotRNA
15,13,6,12,0,8,16,0,8,10,12,22,4,3,9,4,8,14,8,0,8,6,3,4719,nonDRNA,NotDNA,NotRNA
12,7,5,12,0,10,8,0,6,10,6,27,1,4,11,5,2,13,7,0,7,1,8,4720,nonDRNA,NotDNA,NotRNA
13,7,6,14,0,8,8,0,8,6,9,25,2,6,10,2,3,10,10,0,7,3,5,4721,nonDRNA,NotDNA,NotRNA
14,7,6,12,0,12,8,0,7,9,8,21,1,3,12,4,2,13,12,0,7,1,3,4722,nonDRNA,NotDNA,NotRNA
13,9,5,13,0,12,8,0,7,11,4,24,1,5,11,4,2,10,6,0,9,1,7,4723,nonDRNA,NotDNA,NotRNA
59,39,30,43,0,65,42,0,31,47,50,41,21,33,55,13,11,52,39,0,44,20,31,4724,nonDRNA,NotDNA,NotRNA
63,44,30,40,0,66,41,0,30,46,48,46,21,31,50,14,13,50,34,0,46,21,33,4725,nonDRNA,NotDNA,NotRNA
46,12,17,34,0,19,34,0,38,18,28,36,6,12,16,6,5,20,4,0,19,9,15,4726,nonDRNA,NotDNA,NotRNA
31,18,15,26,0,16,18,0,11,21,17,21,2,10,15,10,2,13,12,0,15,4,15,4727,nonDRNA,NotDNA,NotRNA
17,6,2,8,0,9,17,0,3,6,16,19,3,6,2,4,0,7,7,0,9,5,3,4728,nonDRNA,NotDNA,NotRNA
32,30,14,20,0,19,22,0,15,12,27,52,4,8,12,2,0,19,15,0,10,6,12,4729,nonDRNA,NotDNA,NotRNA
23,13,13,13,0,16,13,0,7,19,16,12,3,7,3,2,0,8,7,0,20,11,3,4730,nonDRNA,NotDNA,NotRNA
38,33,16,43,0,42,31,0,28,54,27,27,13,23,22,11,17,37,44,0,27,10,24,4731,nonDRNA,NotDNA,NotRNA
24,18,16,26,0,32,11,0,17,29,19,14,7,10,13,6,9,30,28,0,16,6,13,4732,nonDRNA,NotDNA,NotRNA
42,12,13,27,0,15,11,0,28,14,26,48,4,11,5,8,4,19,6,0,28,10,11,4733,nonDRNA,NotDNA,NotRNA
16,9,4,6,0,5,13,0,6,13,9,4,2,4,3,5,0,7,10,0,5,2,7,4734,nonDRNA,NotDNA,NotRNA
43,29,21,43,0,37,30,0,29,47,29,31,12,21,18,9,18,39,44,0,31,11,24,4735,nonDRNA,NotDNA,NotRNA
16,12,3,7,0,5,8,0,7,11,15,8,0,3,4,7,1,8,6,0,14,4,7,4736,nonDRNA,NotDNA,NotRNA
34,8,11,44,0,26,30,0,22,12,38,50,2,6,5,8,0,17,10,0,27,2,8,4737,nonDRNA,NotDNA,NotRNA
13,14,14,18,0,12,21,0,4,21,19,14,2,8,5,5,2,15,6,0,8,7,7,4738,nonDRNA,NotDNA,NotRNA
63,25,35,48,0,36,43,0,45,52,43,52,10,28,23,9,11,27,28,0,35,27,20,4739,nonDRNA,NotDNA,NotRNA
63,25,35,48,0,36,43,0,45,52,42,53,10,28,23,9,11,27,28,0,35,27,20,4740,nonDRNA,NotDNA,NotRNA
40,28,21,47,0,30,33,0,14,28,35,34,4,15,10,10,6,18,16,0,19,9,8,4741,nonDRNA,NotDNA,NotRNA
29,25,15,50,0,14,38,0,18,31,33,36,2,20,19,16,4,32,21,0,21,11,14,4742,nonDRNA,NotDNA,NotRNA
25,22,10,13,0,13,22,0,8,20,9,15,5,11,14,3,2,16,11,0,17,10,15,4743,nonDRNA,NotDNA,NotRNA
31,9,11,26,0,17,19,0,19,14,31,46,1,4,5,8,4,11,8,0,13,9,13,4744,nonDRNA,NotDNA,NotRNA
26,16,8,20,0,12,24,0,18,8,24,22,2,10,9,4,1,8,3,0,11,4,4,4745,nonDRNA,NotDNA,NotRNA
33,21,13,36,0,17,20,0,8,17,34,35,0,10,4,4,3,18,11,0,12,2,14,4746,nonDRNA,NotDNA,NotRNA
38,16,25,36,0,16,33,0,23,11,35,43,3,14,5,6,0,13,5,0,15,6,2,4747,nonDRNA,NotDNA,NotRNA
25,15,21,17,0,19,11,0,11,6,19,9,7,18,16,13,6,13,6,0,29,10,14,4748,nonDRNA,NotDNA,NotRNA
16,11,4,13,0,8,17,0,4,7,12,9,1,10,5,3,2,1,1,0,6,5,3,4749,nonDRNA,NotDNA,NotRNA
28,36,23,31,0,22,17,0,20,17,27,26,5,25,25,8,4,26,20,0,24,5,10,4750,nonDRNA,NotDNA,NotRNA
42,36,16,28,0,35,30,0,16,29,26,33,6,13,32,15,5,30,39,0,35,4,12,4751,nonDRNA,NotDNA,NotRNA
19,8,5,9,0,8,8,0,7,10,13,14,3,12,2,3,2,5,2,0,13,10,5,4752,nonDRNA,NotDNA,NotRNA
24,14,6,30,0,8,14,0,8,22,21,20,1,10,10,4,2,19,14,0,16,8,16,4753,nonDRNA,NotDNA,NotRNA
18,13,10,12,0,10,13,0,7,19,19,13,3,1,7,3,3,6,8,0,11,5,10,4754,nonDRNA,NotDNA,NotRNA
8,14,4,8,0,7,13,0,5,14,12,7,0,5,7,2,1,4,4,0,7,3,3,4755,nonDRNA,NotDNA,NotRNA
18,13,9,10,0,11,9,0,7,10,14,9,3,10,7,3,2,11,6,0,15,6,8,4756,nonDRNA,NotDNA,NotRNA
23,24,9,23,0,15,25,0,10,21,15,20,4,12,12,9,1,14,11,0,14,6,6,4757,nonDRNA,NotDNA,NotRNA
13,15,5,13,0,20,10,0,8,17,22,24,1,9,5,6,0,15,5,0,14,0,4,4758,nonDRNA,NotDNA,NotRNA
30,9,16,15,0,10,22,0,27,12,25,29,1,9,7,7,3,11,8,0,17,5,16,4759,nonDRNA,NotDNA,NotRNA
68,42,31,38,0,42,37,0,34,42,38,32,13,30,20,21,3,36,22,0,53,21,16,4760,nonDRNA,NotDNA,NotRNA
39,33,16,28,0,28,25,0,12,33,32,40,0,13,20,12,5,29,32,0,33,9,13,4761,nonDRNA,NotDNA,NotRNA
54,51,8,31,0,27,53,0,17,57,39,15,2,24,23,12,4,21,34,0,24,7,13,4762,nonDRNA,NotDNA,NotRNA
2,9,3,4,0,3,6,0,2,10,4,5,2,6,4,2,2,4,6,0,7,1,4,4763,nonDRNA,NotDNA,NotRNA
83,143,100,75,0,80,102,0,31,61,110,195,8,37,79,13,1,148,118,0,98,9,75,4764,nonDRNA,NotDNA,NotRNA
83,144,100,75,0,81,101,0,30,62,110,196,8,37,79,13,2,147,118,0,97,8,75,4765,nonDRNA,NotDNA,NotRNA
20,29,14,21,0,11,27,0,14,29,33,31,3,13,12,7,1,20,16,0,20,6,7,4766,nonDRNA,NotDNA,NotRNA
29,17,3,48,0,21,13,0,12,8,24,25,4,18,28,4,0,23,31,0,32,1,22,4767,nonDRNA,NotDNA,NotRNA
27,18,4,46,0,18,12,0,13,10,24,26,5,19,28,5,0,25,27,0,36,2,19,4768,nonDRNA,NotDNA,NotRNA
73,58,25,33,0,61,40,0,34,81,40,31,10,48,65,18,6,59,57,0,54,20,22,4769,nonDRNA,NotDNA,NotRNA
11,10,16,26,0,25,7,0,5,14,23,24,4,5,9,6,4,19,11,0,8,4,7,4770,nonDRNA,NotDNA,NotRNA
71,11,25,44,0,29,32,0,38,50,39,57,4,24,14,8,8,38,16,0,24,15,17,4771,nonDRNA,NotDNA,NotRNA
9,5,7,10,0,9,8,0,3,4,13,17,1,8,3,4,2,7,4,0,3,3,5,4772,nonDRNA,NotDNA,NotRNA
32,29,7,10,0,25,25,0,6,27,12,17,1,13,14,3,6,6,15,0,14,6,6,4773,nonDRNA,NotDNA,NotRNA
24,8,18,24,0,11,13,0,15,13,13,26,10,14,10,6,1,10,4,0,17,9,14,4774,nonDRNA,NotDNA,NotRNA
46,28,15,43,0,28,39,0,25,32,31,29,6,31,14,7,3,15,10,0,22,9,4,4775,nonDRNA,NotDNA,NotRNA
46,48,27,28,0,38,40,0,24,50,44,25,9,22,29,8,16,25,26,0,29,14,21,4776,nonDRNA,NotDNA,NotRNA
43,39,20,43,0,27,33,0,10,22,37,56,16,17,24,15,7,41,36,0,37,8,29,4777,nonDRNA,NotDNA,NotRNA
17,8,12,6,0,11,6,0,11,10,16,6,4,9,11,3,6,18,6,0,11,1,4,4778,nonDRNA,NotDNA,NotRNA
17,14,20,40,0,30,4,0,3,20,14,37,4,5,15,7,10,41,11,0,15,4,11,4779,nonDRNA,NotDNA,NotRNA
21,30,13,11,0,13,23,0,17,19,15,14,7,13,13,7,1,6,12,0,14,6,14,4780,nonDRNA,NotDNA,NotRNA
25,13,5,10,0,10,21,0,10,11,19,17,2,2,5,8,1,12,8,0,9,1,10,4781,nonDRNA,NotDNA,NotRNA
30,45,17,40,0,12,50,0,20,26,41,33,2,19,19,8,3,17,13,0,20,6,3,4782,nonDRNA,NotDNA,NotRNA
27,23,12,28,0,22,31,0,14,29,29,22,3,10,8,5,0,15,19,0,17,2,3,4783,nonDRNA,NotDNA,NotRNA
55,51,61,61,0,66,44,0,15,74,80,79,4,28,38,14,4,144,54,0,42,3,25,4784,nonDRNA,NotDNA,NotRNA
52,49,23,63,0,27,50,0,38,38,41,60,9,15,22,21,11,33,25,0,39,19,21,4785,nonDRNA,NotDNA,NotRNA
11,14,9,11,0,8,18,0,7,11,10,34,0,9,11,4,5,12,8,0,10,6,4,4786,nonDRNA,NotDNA,NotRNA
28,26,18,23,0,13,35,0,20,25,31,21,5,16,16,8,1,11,11,0,18,4,4,4787,nonDRNA,NotDNA,NotRNA
4,4,4,5,0,2,4,0,1,2,6,7,0,1,0,1,6,2,1,0,8,0,2,4788,nonDRNA,NotDNA,NotRNA
21,32,13,25,0,15,21,0,6,31,28,23,0,11,12,6,3,10,16,0,21,2,0,4789,nonDRNA,NotDNA,NotRNA
5,6,7,1,0,9,4,0,5,5,7,14,1,3,5,2,5,5,4,0,1,1,1,4790,nonDRNA,NotDNA,NotRNA
12,12,5,3,0,7,2,0,4,4,6,8,1,4,2,3,5,8,3,0,2,2,5,4791,nonDRNA,NotDNA,NotRNA
28,8,15,24,0,9,30,0,29,12,38,24,0,9,7,2,3,11,5,0,20,3,1,4792,nonDRNA,NotDNA,NotRNA
7,2,6,20,0,30,9,0,4,5,20,20,5,11,17,3,2,22,11,0,9,2,6,4793,nonDRNA,NotDNA,NotRNA
23,13,13,29,0,20,20,0,21,29,19,32,7,9,7,15,3,18,15,0,22,4,13,4794,nonDRNA,NotDNA,NotRNA
19,20,10,26,0,7,18,0,3,20,23,13,1,9,7,8,3,9,7,0,13,10,0,4795,nonDRNA,NotDNA,NotRNA
34,15,8,17,0,29,21,0,13,29,24,21,1,9,14,11,0,30,17,0,22,6,16,4796,nonDRNA,NotDNA,NotRNA
94,80,78,94,0,135,101,0,119,41,78,83,8,42,22,31,12,59,55,0,95,28,78,4797,nonDRNA,NotDNA,NotRNA
94,79,78,96,0,137,101,0,120,42,77,81,8,41,22,32,12,60,57,0,95,28,77,4798,nonDRNA,NotDNA,NotRNA
40,8,16,48,0,6,27,0,26,8,24,43,2,9,7,1,3,10,4,0,10,3,7,4799,nonDRNA,NotDNA,NotRNA
35,16,26,30,0,13,27,0,23,23,30,38,10,22,10,6,7,17,18,0,27,14,7,4800,nonDRNA,NotDNA,NotRNA
27,23,11,28,0,20,27,0,18,23,26,34,4,18,12,7,2,15,12,0,19,7,6,4801,nonDRNA,NotDNA,NotRNA
46,27,23,54,0,19,37,0,26,26,45,45,4,22,17,18,6,26,27,0,28,14,13,4802,nonDRNA,NotDNA,NotRNA
22,22,10,32,0,15,24,0,12,22,28,40,1,10,16,11,6,15,16,0,18,8,10,4803,nonDRNA,NotDNA,NotRNA
13,6,3,13,0,16,2,0,3,7,15,23,2,3,6,2,3,21,8,0,9,2,10,4804,nonDRNA,NotDNA,NotRNA
39,11,18,36,0,48,15,0,4,26,27,20,6,16,17,5,7,27,16,0,30,3,14,4805,nonDRNA,NotDNA,NotRNA
37,9,19,38,0,39,20,0,6,15,31,23,7,21,23,9,7,26,17,0,12,2,27,4806,nonDRNA,NotDNA,NotRNA
14,7,10,13,0,12,14,0,11,12,16,19,4,4,2,3,0,8,7,0,9,4,9,4807,nonDRNA,NotDNA,NotRNA
64,60,24,13,0,28,62,0,27,9,43,63,2,35,19,7,35,29,17,0,36,16,20,4808,nonDRNA,NotDNA,NotRNA
65,58,29,21,0,30,56,0,25,17,40,55,2,28,25,2,35,28,12,0,43,23,14,4809,nonDRNA,NotDNA,NotRNA
65,59,29,20,0,29,56,0,25,17,40,56,2,28,25,2,35,28,12,0,43,23,14,4810,nonDRNA,NotDNA,NotRNA
65,60,28,17,0,32,59,0,26,15,38,48,3,30,21,5,35,34,14,0,40,17,20,4811,nonDRNA,NotDNA,NotRNA
65,61,28,18,0,29,56,0,25,14,38,51,3,31,21,5,35,32,14,0,44,18,19,4812,nonDRNA,NotDNA,NotRNA
69,62,30,19,0,34,58,0,25,14,33,58,2,33,18,1,35,28,11,0,41,19,17,4813,nonDRNA,NotDNA,NotRNA
34,34,16,35,0,27,29,0,19,45,38,37,2,12,24,15,3,26,19,0,21,7,13,4814,nonDRNA,NotDNA,NotRNA
31,10,32,32,0,20,14,0,21,12,24,32,1,31,11,6,3,24,23,0,24,6,14,4815,nonDRNA,NotDNA,NotRNA
48,68,15,54,0,66,44,0,16,58,49,33,1,23,21,10,1,46,77,0,45,9,24,4816,nonDRNA,NotDNA,NotRNA
17,13,12,19,0,32,18,0,9,12,11,11,7,13,7,2,7,8,16,0,8,11,11,4817,nonDRNA,NotDNA,NotRNA
29,18,11,11,0,8,19,0,13,18,5,8,2,10,6,6,1,14,5,0,21,2,6,4818,nonDRNA,NotDNA,NotRNA
54,36,33,46,0,41,45,0,33,36,52,21,6,23,20,13,12,26,17,0,34,18,25,4819,nonDRNA,NotDNA,NotRNA
9,20,10,18,0,4,21,0,6,11,16,12,3,11,11,7,0,9,6,0,10,4,2,4820,nonDRNA,NotDNA,NotRNA
26,17,13,21,0,5,20,0,7,19,21,22,2,7,12,5,0,24,11,0,17,4,4,4821,nonDRNA,NotDNA,NotRNA
58,51,33,45,0,36,35,0,23,45,42,42,16,28,27,17,7,44,33,0,54,18,25,4822,nonDRNA,NotDNA,NotRNA
30,14,11,20,0,13,26,0,12,25,20,17,1,8,10,9,3,13,18,0,13,1,6,4823,nonDRNA,NotDNA,NotRNA
24,12,8,11,0,14,21,0,15,10,10,14,3,19,15,6,0,11,8,0,13,7,9,4824,nonDRNA,NotDNA,NotRNA
18,17,16,24,0,17,16,0,12,18,26,30,4,12,13,10,1,15,17,0,23,11,9,4825,nonDRNA,NotDNA,NotRNA
9,18,3,6,0,7,8,0,8,11,8,9,1,4,10,3,7,6,5,0,9,4,6,4826,nonDRNA,NotDNA,NotRNA
19,19,14,47,0,48,9,0,14,17,26,39,6,27,20,4,4,25,49,0,22,5,11,4827,nonDRNA,NotDNA,NotRNA
32,19,19,36,0,15,30,0,22,22,36,52,0,17,15,10,2,23,14,0,20,15,20,4828,nonDRNA,NotDNA,NotRNA
16,12,11,21,0,30,10,0,4,14,14,25,0,6,7,4,2,16,19,0,8,7,2,4829,nonDRNA,NotDNA,NotRNA
13,14,15,23,0,14,7,0,4,12,15,24,5,11,12,7,0,17,16,0,11,6,5,4830,nonDRNA,NotDNA,NotRNA
25,16,14,19,0,18,19,0,12,14,18,25,0,13,7,4,3,25,9,0,16,2,13,4831,nonDRNA,NotDNA,NotRNA
28,26,11,30,0,18,26,0,3,20,32,25,2,11,4,8,2,14,13,0,16,6,4,4832,nonDRNA,NotDNA,NotRNA
36,54,21,63,0,45,51,0,9,39,59,68,17,31,35,21,7,52,51,0,49,17,21,4833,nonDRNA,NotDNA,NotRNA
33,18,20,38,0,57,22,0,8,18,32,52,9,16,23,15,6,44,27,0,27,11,28,4834,nonDRNA,NotDNA,NotRNA
46,27,20,42,0,34,33,0,32,24,34,50,12,19,10,20,13,39,15,0,20,9,13,4835,nonDRNA,NotDNA,NotRNA
42,14,21,39,0,32,28,0,27,21,35,54,2,25,12,14,5,26,14,0,25,9,18,4836,nonDRNA,NotDNA,NotRNA
13,10,8,13,0,4,15,0,5,9,16,10,4,7,7,4,2,12,6,0,10,6,3,4837,nonDRNA,NotDNA,NotRNA
63,42,36,32,0,44,31,0,29,31,46,45,7,29,22,22,8,26,25,0,34,19,35,4838,nonDRNA,NotDNA,NotRNA
46,4,31,59,0,26,30,0,44,12,46,44,7,11,8,13,3,25,3,0,31,15,16,4839,nonDRNA,NotDNA,NotRNA
21,3,9,16,0,16,22,0,29,9,20,27,1,9,6,6,2,10,4,0,15,6,8,4840,nonDRNA,NotDNA,NotRNA
12,14,3,12,0,9,6,0,1,4,14,20,2,4,4,8,3,10,5,0,8,5,5,4841,nonDRNA,NotDNA,NotRNA
57,26,30,31,0,25,30,0,35,27,36,32,11,31,18,16,2,27,23,0,26,15,23,4842,nonDRNA,NotDNA,NotRNA
16,3,4,13,0,14,8,0,10,7,12,19,3,10,0,6,4,9,7,0,8,5,8,4843,nonDRNA,NotDNA,NotRNA
20,5,13,23,0,17,15,0,20,4,17,33,5,7,3,3,8,6,7,0,14,9,11,4844,nonDRNA,NotDNA,NotRNA
32,23,13,25,0,26,32,0,22,25,27,37,9,18,24,4,7,33,18,0,18,11,13,4845,nonDRNA,NotDNA,NotRNA
17,16,11,26,0,22,6,0,10,7,17,11,2,11,3,4,6,11,9,0,10,5,3,4846,nonDRNA,NotDNA,NotRNA
38,35,30,32,0,29,29,0,19,25,41,54,13,33,26,12,2,39,36,0,38,8,17,4847,nonDRNA,NotDNA,NotRNA
120,54,47,64,0,72,82,0,45,75,63,81,14,36,44,19,5,63,46,0,53,33,72,4848,nonDRNA,NotDNA,NotRNA
57,34,40,37,0,35,36,0,27,34,35,31,6,38,27,15,13,34,29,0,26,19,31,4849,nonDRNA,NotDNA,NotRNA
34,7,14,25,0,18,10,0,29,9,20,52,4,8,2,6,4,21,7,0,20,3,10,4850,nonDRNA,NotDNA,NotRNA
72,15,44,39,0,16,30,0,35,7,36,42,6,17,9,14,1,19,10,0,18,17,15,4851,nonDRNA,NotDNA,NotRNA
72,15,44,39,0,16,30,0,35,7,36,41,6,17,9,14,1,20,10,0,18,17,15,4852,nonDRNA,NotDNA,NotRNA
65,29,21,47,0,43,37,0,35,30,44,61,2,15,14,3,1,27,18,0,21,6,26,4853,nonDRNA,NotDNA,NotRNA
50,30,28,36,0,28,32,0,35,21,29,23,2,46,11,19,3,28,18,0,23,11,21,4854,nonDRNA,NotDNA,NotRNA
25,20,22,63,0,46,14,0,9,15,29,38,10,17,24,15,22,65,34,0,32,8,24,4855,nonDRNA,NotDNA,NotRNA
45,20,20,39,0,13,19,0,9,16,20,34,4,9,10,9,3,14,13,0,11,7,17,4856,nonDRNA,NotDNA,NotRNA
74,54,25,58,0,53,71,0,35,56,30,63,5,40,28,20,7,36,25,0,33,19,36,4857,nonDRNA,NotDNA,NotRNA
35,27,17,24,0,42,25,0,20,22,39,7,6,9,10,10,6,25,14,0,18,7,16,4858,nonDRNA,NotDNA,NotRNA
54,52,41,67,0,56,50,0,46,35,57,50,16,45,38,27,10,34,41,0,58,31,12,4859,nonDRNA,NotDNA,NotRNA
14,5,4,12,0,13,7,0,11,12,12,27,0,4,5,6,3,9,9,0,12,0,7,4860,nonDRNA,NotDNA,NotRNA
15,6,3,14,0,14,5,0,10,9,13,31,0,4,6,6,3,8,7,0,13,0,5,4861,nonDRNA,NotDNA,NotRNA
14,5,3,14,0,20,7,0,11,16,12,24,0,3,7,4,7,7,10,0,11,0,2,4862,nonDRNA,NotDNA,NotRNA
15,7,5,14,0,21,5,0,10,9,15,25,0,4,6,5,8,6,8,0,13,0,1,4863,nonDRNA,NotDNA,NotRNA
14,6,3,11,0,20,7,0,10,12,19,22,0,3,7,4,8,7,11,0,11,0,2,4864,nonDRNA,NotDNA,NotRNA
14,7,3,14,0,20,5,0,9,11,15,25,0,4,7,4,6,8,9,0,13,0,3,4865,nonDRNA,NotDNA,NotRNA
27,20,20,34,0,19,27,0,18,28,36,25,3,11,5,15,3,19,9,0,21,10,11,4866,nonDRNA,NotDNA,NotRNA
41,44,12,21,0,35,30,0,9,36,16,24,5,13,23,5,0,24,42,0,29,3,7,4867,nonDRNA,NotDNA,NotRNA
64,55,22,52,0,43,39,0,34,26,47,53,3,27,8,18,8,42,24,0,38,8,27,4868,nonDRNA,NotDNA,NotRNA
23,17,10,21,0,4,26,0,5,17,24,31,0,8,8,10,3,15,9,0,19,4,4,4869,nonDRNA,NotDNA,NotRNA
32,21,12,33,0,22,25,0,17,22,29,35,4,9,13,7,2,22,16,0,20,12,7,4870,nonDRNA,NotDNA,NotRNA
37,45,18,27,0,28,55,0,20,29,29,31,6,17,21,5,8,12,23,0,21,9,21,4871,nonDRNA,NotDNA,NotRNA
70,17,26,22,0,32,31,0,21,27,25,43,7,17,17,6,4,33,7,0,26,13,29,4872,nonDRNA,NotDNA,NotRNA
