,A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R,S,T,U,V,W,X,Y,Z,TYPE
3777,22,0,2,16,38,17,33,8,22,0,29,38,3,11,0,10,1,18,22,11,0,29,4,0,16,0,nonDRNA
3778,18,0,0,13,25,3,10,5,20,0,17,20,10,6,0,5,5,11,10,12,0,16,1,0,6,0,nonDRNA
3779,19,0,4,34,46,33,31,12,33,0,35,32,11,25,0,27,9,24,23,24,0,37,11,0,30,0,nonDRNA
3780,37,0,4,21,14,13,26,7,16,0,9,30,9,12,0,13,4,18,19,21,0,26,3,0,6,0,nonDRNA
3781,20,0,1,16,26,15,11,5,24,0,30,38,7,8,0,9,4,10,13,4,0,10,0,0,7,0,nonDRNA
3782,32,0,3,13,23,20,28,12,11,0,11,34,10,8,0,19,12,19,15,12,0,19,5,0,13,0,nonDRNA
3783,27,0,37,23,30,30,50,16,34,0,41,48,12,29,0,26,33,26,53,50,0,38,11,0,24,0,nonDRNA
3784,28,0,1,42,27,46,38,11,44,0,39,55,16,37,0,26,22,17,46,36,0,33,4,0,38,0,nonDRNA
3785,29,0,0,17,23,6,28,11,21,0,21,24,8,7,0,9,4,10,12,18,0,29,0,0,6,0,nonDRNA
3786,34,0,5,15,12,12,22,9,7,0,4,30,4,9,0,9,13,18,13,7,0,17,5,0,7,0,nonDRNA
3787,12,0,0,16,15,9,12,5,37,0,29,22,4,20,0,4,6,2,18,10,0,10,1,0,5,0,nonDRNA
3788,48,0,16,54,51,42,55,18,51,0,35,78,31,39,0,48,34,43,67,42,0,55,16,0,32,0,nonDRNA
3789,31,0,4,19,32,15,36,2,35,0,41,27,9,18,0,18,4,8,7,15,0,16,0,0,7,0,nonDRNA
3790,38,0,3,21,22,11,34,7,21,0,19,34,9,12,0,12,8,21,13,16,0,24,6,0,17,0,nonDRNA
3791,25,0,8,41,24,36,49,18,36,0,39,39,15,25,0,56,20,33,26,38,0,36,16,0,27,0,nonDRNA
3792,27,0,1,21,25,11,30,7,30,0,25,31,9,9,0,27,10,18,15,19,0,30,3,0,11,0,nonDRNA
3793,12,0,4,11,17,12,18,8,14,0,9,29,4,11,0,15,6,9,22,17,0,26,4,0,7,0,nonDRNA
3794,13,0,5,10,15,11,19,8,13,0,10,30,4,11,0,15,7,7,23,16,0,26,4,0,7,0,nonDRNA
3795,43,0,11,48,56,40,54,21,47,0,47,77,26,45,0,45,36,43,56,48,0,56,22,0,43,0,nonDRNA
3796,40,0,20,35,39,33,42,25,73,0,57,67,13,75,0,48,15,21,203,144,0,37,3,0,44,0,nonDRNA
3797,58,0,1,57,68,15,42,30,41,0,60,61,7,53,0,46,29,34,63,44,0,49,5,0,39,0,nonDRNA
3798,23,0,3,14,23,9,24,8,25,0,17,37,2,22,0,13,20,5,16,16,0,23,1,0,9,0,nonDRNA
3799,29,0,6,19,27,12,18,9,24,0,15,43,12,26,0,19,15,20,45,27,0,21,2,0,9,0,nonDRNA
3800,15,0,6,19,31,15,19,9,22,0,30,37,9,12,0,6,10,17,23,11,0,20,1,0,10,0,nonDRNA
3801,18,0,7,23,29,10,16,7,22,0,24,25,10,21,0,14,5,11,16,15,0,15,4,0,16,0,nonDRNA
3802,37,0,1,19,24,18,30,9,12,0,3,33,9,10,0,17,10,32,17,19,0,21,2,0,4,0,nonDRNA
3803,26,0,1,21,26,9,20,4,28,0,26,24,7,10,0,15,4,15,18,19,0,19,2,0,23,0,nonDRNA
3804,36,0,1,17,13,4,24,7,13,0,6,23,5,5,0,9,4,18,12,4,0,27,1,0,3,0,nonDRNA
3805,35,0,4,30,36,10,41,10,52,0,39,30,15,29,0,25,9,23,20,32,0,43,2,0,24,0,nonDRNA
3806,25,0,36,30,83,30,49,52,35,0,59,60,12,24,0,41,66,54,72,36,0,46,8,0,21,0,nonDRNA
3807,30,0,4,26,18,23,18,5,14,0,12,28,11,10,0,23,13,15,13,16,0,14,6,0,11,0,nonDRNA
3808,29,0,0,18,22,8,23,4,36,0,30,20,9,19,0,9,2,5,3,10,0,25,1,0,9,0,nonDRNA
3809,35,0,1,19,31,8,32,8,40,0,26,30,8,18,0,12,15,7,25,27,0,29,0,0,6,0,nonDRNA
3810,10,0,2,2,8,6,4,1,10,0,9,11,4,9,0,5,5,5,11,10,0,5,1,0,7,0,nonDRNA
3811,12,0,2,23,18,10,11,3,24,0,31,23,2,16,0,2,6,6,17,11,0,8,1,0,15,0,nonDRNA
3812,37,0,12,48,92,49,43,16,64,0,104,86,11,46,0,29,22,44,51,44,0,54,19,0,33,0,nonDRNA
3813,18,0,1,26,46,19,20,9,25,0,33,47,6,11,0,18,4,27,22,11,0,26,3,0,13,0,nonDRNA
3814,3,0,0,0,1,4,1,1,2,0,3,9,2,2,0,3,0,1,3,1,0,4,0,0,0,0,nonDRNA
3815,57,0,9,49,55,27,59,16,55,0,68,61,32,51,0,42,34,34,39,41,0,53,21,0,53,0,nonDRNA
3816,26,0,3,15,22,10,32,12,18,0,16,27,10,23,0,16,14,14,21,21,0,25,14,0,18,0,nonDRNA
3817,18,0,5,25,25,24,26,7,30,0,31,35,9,25,0,11,11,12,25,23,0,25,4,0,17,0,nonDRNA
3818,43,0,5,29,21,16,32,8,14,0,11,44,14,7,0,29,12,34,13,15,0,37,8,0,4,0,nonDRNA
3819,14,0,5,14,15,3,20,2,17,0,8,18,8,9,0,10,2,13,5,11,0,16,0,0,2,0,nonDRNA
3820,44,0,9,27,43,22,40,7,31,0,23,53,13,18,0,25,20,34,30,29,0,21,8,0,21,0,nonDRNA
3821,29,0,0,24,45,24,28,6,42,0,34,46,5,19,0,19,10,33,17,20,0,28,1,0,20,0,nonDRNA
3822,38,0,7,21,22,18,28,9,25,0,15,36,12,14,0,15,15,21,18,22,0,21,4,0,15,0,nonDRNA
3823,38,0,5,29,24,11,30,13,12,0,7,44,8,7,0,17,5,33,19,19,0,30,9,0,9,0,nonDRNA
3824,12,0,4,17,10,15,4,8,18,0,20,29,15,11,0,6,14,9,16,18,0,11,4,0,18,0,nonDRNA
3825,37,0,2,18,16,18,27,11,20,0,21,25,12,39,0,20,18,18,30,24,0,36,12,0,18,0,nonDRNA
3826,14,0,1,13,8,7,11,2,17,0,11,22,4,6,0,12,4,15,9,8,0,12,2,0,7,0,nonDRNA
3827,10,0,1,8,21,8,15,3,18,0,20,23,5,17,0,7,10,7,24,13,0,13,1,0,7,0,nonDRNA
3828,32,0,34,34,45,18,39,15,39,0,33,38,10,34,0,35,26,24,35,38,0,34,3,0,27,0,nonDRNA
3829,6,0,4,10,13,3,7,2,13,0,9,21,3,9,0,9,5,9,8,7,0,13,1,0,6,0,nonDRNA
3830,42,0,6,35,44,30,52,16,28,0,22,47,23,26,0,33,16,36,29,39,0,37,12,0,15,0,nonDRNA
3831,19,0,1,19,17,11,17,4,25,0,17,27,8,19,0,7,11,11,11,16,0,15,1,0,12,0,nonDRNA
3832,22,0,4,16,37,18,23,8,27,0,27,39,10,12,0,16,4,22,23,11,0,23,2,0,23,0,nonDRNA
3833,97,0,18,56,46,26,99,23,45,0,54,68,26,28,0,55,35,29,36,57,0,68,11,0,30,0,nonDRNA
3834,18,0,1,15,7,6,11,1,13,0,11,22,4,3,0,7,6,7,5,8,0,7,0,0,4,0,nonDRNA
3835,11,0,4,10,15,7,14,5,16,0,17,16,4,10,0,5,9,6,22,10,0,9,0,0,9,0,nonDRNA
3836,11,0,0,17,24,11,11,3,23,0,28,40,9,23,0,9,9,7,18,19,0,18,3,0,15,0,nonDRNA
3837,17,0,2,16,20,13,19,8,22,0,21,20,5,6,0,12,4,19,6,10,0,23,2,0,8,0,nonDRNA
3838,45,0,2,16,43,17,36,3,41,0,33,39,6,21,0,30,6,24,15,17,0,33,3,0,9,0,nonDRNA
3839,8,0,3,8,12,11,3,4,9,0,9,15,4,10,0,0,6,8,2,6,0,15,1,0,8,0,nonDRNA
3840,40,0,1,7,14,27,38,5,49,0,15,52,18,10,0,23,13,11,25,21,0,43,9,0,12,0,nonDRNA
3841,5,0,3,8,5,8,10,2,15,0,18,15,4,11,0,2,1,2,15,4,0,9,2,0,3,0,nonDRNA
3842,47,0,5,27,44,28,57,12,39,0,34,36,12,19,0,28,11,32,26,27,0,39,1,0,15,0,nonDRNA
3843,10,0,1,5,10,3,1,4,4,0,4,7,5,7,0,7,4,6,6,2,0,9,4,0,5,0,nonDRNA
3844,57,0,2,35,18,27,71,16,38,0,32,38,13,48,0,30,14,12,46,51,0,47,11,0,29,0,nonDRNA
3845,55,0,0,43,17,24,44,6,13,0,30,24,6,27,0,8,10,19,26,27,0,29,7,0,23,0,nonDRNA
3846,39,0,8,54,57,44,51,13,45,0,46,39,27,30,0,27,12,35,26,25,0,33,8,0,44,0,nonDRNA
3847,38,0,3,25,16,16,28,7,23,0,18,21,5,15,0,18,12,13,18,17,0,15,5,0,16,0,nonDRNA
3848,31,0,1,10,30,9,23,10,4,0,9,44,3,9,0,18,5,28,8,9,0,18,4,0,7,0,nonDRNA
3849,9,0,0,12,30,15,19,2,24,0,24,17,6,8,0,11,3,9,14,8,0,17,2,0,13,0,nonDRNA
3850,27,0,4,18,19,11,29,4,20,0,14,33,10,15,0,18,7,8,13,25,0,20,0,0,5,0,nonDRNA
3851,26,0,1,12,15,10,15,5,19,0,17,21,9,13,0,7,14,8,25,25,0,25,1,0,10,0,nonDRNA
3852,72,0,3,48,22,23,73,6,18,0,14,72,9,31,0,31,41,33,51,34,0,23,13,0,29,0,nonDRNA
3853,33,0,2,21,17,5,27,3,30,0,12,27,11,7,0,16,6,19,18,15,0,31,2,0,7,0,nonDRNA
3854,50,0,2,20,14,5,31,2,17,0,18,28,10,11,0,12,13,18,21,16,0,36,1,0,1,0,nonDRNA
3855,65,0,3,32,39,27,54,16,37,0,45,52,21,30,0,44,32,30,42,43,0,54,7,0,14,0,nonDRNA
3856,59,0,1,25,12,12,27,4,14,0,2,26,5,7,0,14,4,24,9,17,0,17,2,0,5,0,nonDRNA
3857,35,0,3,22,23,11,32,3,15,0,21,29,10,15,0,13,5,7,15,25,0,21,5,0,8,0,nonDRNA
3858,18,0,2,8,8,4,8,4,12,0,5,5,4,6,0,3,3,8,6,7,0,10,2,0,3,0,nonDRNA
3859,16,0,1,7,10,1,4,3,8,0,5,16,3,6,0,11,1,14,5,9,0,18,0,0,0,0,nonDRNA
3860,63,0,0,23,80,18,70,16,18,0,35,81,8,3,0,39,21,44,19,28,0,60,6,0,26,0,nonDRNA
3861,14,0,2,29,24,21,21,7,17,0,43,30,16,12,0,15,15,17,19,16,0,18,0,0,8,0,nonDRNA
3862,13,0,2,12,7,3,8,3,8,0,6,25,4,4,0,13,9,13,7,6,0,9,2,0,5,0,nonDRNA
3863,48,0,3,16,24,7,40,14,20,0,8,27,8,11,0,10,4,20,16,18,0,31,4,0,4,0,nonDRNA
3864,21,0,3,5,9,5,9,5,6,0,9,7,6,2,0,7,1,3,5,10,0,13,1,0,4,0,nonDRNA
3865,13,0,2,20,13,10,16,5,18,0,19,15,8,13,0,5,9,10,19,10,0,18,8,0,15,0,nonDRNA
3866,51,0,3,45,30,24,37,17,30,0,58,46,22,35,0,31,28,28,35,30,0,44,14,0,32,0,nonDRNA
3867,63,0,4,39,60,18,36,8,51,0,35,58,18,17,0,15,21,31,26,29,0,35,2,0,9,0,nonDRNA
3868,15,0,2,12,21,5,15,0,17,0,19,20,8,7,0,6,6,9,10,10,0,11,1,0,5,0,nonDRNA
3869,16,0,5,21,33,18,28,5,32,0,27,33,12,18,0,16,6,18,23,11,0,24,1,0,14,0,nonDRNA
3870,58,0,14,45,57,38,53,13,61,0,65,58,12,54,0,31,31,30,56,32,0,44,6,0,29,0,nonDRNA
3871,45,0,10,13,6,17,50,4,14,0,16,16,9,20,0,13,13,9,32,38,0,22,7,0,26,0,nonDRNA
3872,23,0,4,22,18,20,22,7,32,0,27,38,7,17,0,6,21,9,27,19,0,26,1,0,13,0,nonDRNA
3873,67,0,3,17,25,11,41,11,25,0,13,31,10,8,0,25,11,30,24,24,0,26,6,0,6,0,nonDRNA
3874,20,0,4,27,38,22,40,10,19,0,36,40,6,17,0,25,5,21,16,27,0,29,18,0,29,0,nonDRNA
3875,45,0,6,27,24,19,31,8,16,0,13,41,6,13,0,33,11,29,25,22,0,29,3,0,9,0,nonDRNA
3876,21,0,3,10,17,7,27,5,41,0,8,11,6,25,0,10,4,15,12,8,0,16,0,0,9,0,nonDRNA
3877,42,0,14,30,42,12,30,25,16,0,27,50,12,27,0,53,32,48,56,48,0,22,7,0,11,0,nonDRNA
3878,9,0,0,5,8,3,8,0,4,0,1,14,1,1,0,4,5,8,2,5,0,11,0,0,3,0,nonDRNA
3879,60,0,26,70,80,56,53,21,93,0,86,104,31,53,0,41,38,54,86,53,0,48,19,0,56,0,nonDRNA
3880,65,0,5,52,50,26,68,26,31,0,10,56,14,17,0,48,29,51,37,45,0,43,28,0,28,0,nonDRNA
3881,25,0,4,15,26,6,17,1,18,0,11,22,4,3,0,13,8,24,11,9,0,19,0,0,4,0,nonDRNA
3882,43,0,13,40,56,28,40,20,25,0,49,84,25,24,0,24,31,36,46,42,0,44,6,0,28,0,nonDRNA
3883,52,0,1,42,15,14,39,12,16,0,1,42,7,2,0,23,13,40,13,22,0,30,6,0,12,0,nonDRNA
3884,42,0,0,22,24,13,30,8,11,0,1,36,8,7,0,24,9,24,8,16,0,21,7,0,10,0,nonDRNA
3885,34,0,1,20,31,21,44,16,25,0,20,47,20,22,0,35,10,26,20,23,0,41,7,0,14,0,nonDRNA
3886,35,0,6,17,34,17,29,5,18,0,25,36,7,13,0,14,4,15,18,25,0,34,1,0,11,0,nonDRNA
3887,14,0,2,7,16,10,10,2,16,0,19,16,4,10,0,3,1,5,7,8,0,9,0,0,8,0,nonDRNA
3888,10,0,1,21,26,12,13,4,41,0,22,42,14,11,0,9,5,15,16,18,0,16,4,0,17,0,nonDRNA
3889,43,0,6,13,14,11,25,7,9,0,17,20,16,4,0,7,12,6,10,13,0,24,1,0,5,0,nonDRNA
3890,22,0,1,13,10,12,13,2,9,0,7,22,6,12,0,7,7,13,14,4,0,13,5,0,11,0,nonDRNA
3891,19,0,3,11,8,2,5,3,10,0,1,13,4,0,0,4,2,17,7,8,0,11,2,0,2,0,nonDRNA
3892,17,0,5,22,35,15,30,10,24,0,29,40,9,7,0,13,2,18,25,22,0,35,0,0,6,0,nonDRNA
3893,25,0,28,29,24,62,36,16,64,0,52,102,21,46,0,27,27,24,53,43,0,43,10,0,22,0,nonDRNA
3894,34,0,1,12,25,6,30,2,3,0,7,34,1,2,0,21,0,31,5,9,0,23,4,0,9,0,nonDRNA
3895,27,0,35,23,28,17,38,15,15,0,18,30,7,17,0,29,27,31,30,24,0,36,8,0,10,0,nonDRNA
3896,35,0,3,21,25,10,28,10,19,0,17,29,13,12,0,13,9,22,17,24,0,26,7,0,12,0,nonDRNA
3897,24,0,5,29,34,21,29,3,36,0,45,26,7,16,0,10,5,22,20,19,0,23,4,0,20,0,nonDRNA
3898,21,0,0,26,27,16,29,5,20,0,17,21,6,14,0,10,11,16,22,24,0,29,4,0,17,0,nonDRNA
3899,48,0,4,19,37,16,27,18,30,0,13,85,15,32,0,21,40,36,44,28,0,31,5,0,17,0,nonDRNA
3900,22,0,3,13,24,9,17,7,21,0,22,16,5,14,0,10,6,4,13,19,0,21,1,0,5,0,nonDRNA
3901,23,0,0,12,16,5,20,2,29,0,14,13,5,7,0,10,1,14,5,5,0,19,1,0,7,0,nonDRNA
3902,14,0,2,11,12,13,13,2,14,0,14,21,7,15,0,9,14,11,19,16,0,25,2,0,8,0,nonDRNA
3903,2,0,4,5,5,2,4,1,2,0,6,6,2,0,0,2,1,5,1,2,0,10,0,0,5,0,nonDRNA
3904,14,0,3,10,16,7,16,4,14,0,11,22,8,4,0,7,9,13,10,10,0,14,3,0,6,0,nonDRNA
3905,12,0,4,14,13,16,11,5,23,0,20,24,5,16,0,3,10,6,14,13,0,16,1,0,11,0,nonDRNA
3906,5,0,2,7,18,9,11,6,11,0,11,10,7,9,0,8,4,7,3,8,0,13,2,0,11,0,nonDRNA
3907,25,0,1,13,35,11,31,2,27,0,19,35,9,12,0,9,2,19,23,19,0,30,4,0,9,0,nonDRNA
3908,15,0,1,9,13,4,10,4,11,0,5,17,5,9,0,8,6,9,5,10,0,11,3,0,7,0,nonDRNA
3909,29,0,1,10,23,4,28,4,9,0,16,34,4,10,0,11,5,19,8,11,0,32,1,0,10,0,nonDRNA
3910,10,0,5,7,8,3,15,7,3,0,2,15,6,4,0,4,6,10,5,12,0,12,2,0,1,0,nonDRNA
3911,9,0,4,5,11,4,15,5,9,0,6,14,4,4,0,3,4,10,8,7,0,11,2,0,1,0,nonDRNA
3912,68,0,8,70,49,41,29,18,55,0,73,77,23,65,0,25,38,32,54,40,0,55,10,0,34,0,nonDRNA
3913,25,0,7,26,32,17,28,5,20,0,31,37,8,17,0,7,16,17,29,15,0,23,4,0,28,0,nonDRNA
3914,13,0,1,10,12,3,10,2,15,0,11,8,2,1,0,7,0,11,6,3,0,16,1,0,2,0,nonDRNA
3915,14,0,1,9,12,3,16,3,22,0,10,11,3,8,0,11,8,11,8,10,0,15,1,0,6,0,nonDRNA
3916,8,0,3,11,16,13,7,8,11,0,7,20,3,3,0,9,5,13,15,4,0,15,4,0,5,0,nonDRNA
3917,28,0,4,19,30,7,34,12,19,0,17,40,9,7,0,15,6,23,8,14,0,40,1,0,11,0,nonDRNA
3918,34,0,7,19,20,8,40,9,23,0,17,25,9,11,0,15,10,8,16,19,0,36,4,0,8,0,nonDRNA
3919,23,0,0,16,30,8,11,6,0,0,22,41,4,5,0,10,19,17,16,12,0,15,5,0,7,0,nonDRNA
3920,34,0,9,15,27,8,36,9,22,0,29,27,5,8,0,18,9,8,9,12,0,40,3,0,11,0,nonDRNA
3921,22,0,2,20,32,13,35,4,51,0,40,29,4,26,0,15,4,14,24,13,0,33,3,0,17,0,nonDRNA
3922,17,0,5,12,26,3,12,1,16,0,19,18,3,3,0,8,2,20,12,6,0,16,2,0,4,0,nonDRNA
3923,10,0,6,12,14,6,14,3,7,0,19,14,5,11,0,11,8,10,13,8,0,6,6,0,6,0,nonDRNA
3924,45,0,16,25,29,15,52,15,37,0,39,55,12,34,0,28,16,18,40,47,0,38,6,0,15,0,nonDRNA
3925,40,0,8,28,23,14,40,5,20,0,11,32,11,6,0,18,13,33,19,19,0,27,8,0,9,0,nonDRNA
3926,24,0,1,19,32,14,27,2,38,0,31,24,7,11,0,12,4,19,18,11,0,24,9,0,15,0,nonDRNA
3927,29,0,4,21,20,21,33,5,27,0,22,25,9,14,0,19,5,9,27,32,0,18,3,0,18,0,nonDRNA
3928,28,0,1,10,13,9,22,4,8,0,16,17,9,8,0,8,3,11,15,6,0,18,6,0,2,0,nonDRNA
3929,18,0,0,3,3,21,21,3,14,0,10,26,3,6,0,4,0,8,11,9,0,23,3,0,6,0,nonDRNA
3930,11,0,0,11,8,6,14,1,4,0,7,22,2,5,0,10,8,4,12,7,0,10,0,0,3,0,nonDRNA
3931,14,0,0,12,14,7,12,5,9,0,15,17,6,11,0,8,10,16,16,18,0,27,3,0,12,0,nonDRNA
3932,26,0,3,25,32,16,19,7,20,0,35,34,8,11,0,25,16,18,28,25,0,41,1,0,14,0,nonDRNA
3933,32,0,16,20,40,18,42,13,35,0,37,52,11,50,0,21,17,20,44,28,0,33,10,0,26,0,nonDRNA
3934,30,0,16,36,57,21,40,15,49,0,43,73,17,24,0,32,21,39,49,48,0,37,12,0,37,0,nonDRNA
3935,37,0,5,36,31,27,27,14,39,0,41,52,11,24,0,26,24,25,38,22,0,23,5,0,18,0,nonDRNA
3936,35,0,5,29,37,26,30,16,38,0,37,52,13,30,0,28,18,24,35,25,0,25,5,0,17,0,nonDRNA
3937,34,0,1,22,18,15,28,6,20,0,10,33,11,16,0,21,17,11,27,25,0,24,6,0,14,0,nonDRNA
3938,37,0,0,17,22,18,27,5,15,0,28,31,16,16,0,16,15,11,19,24,0,13,8,0,19,0,nonDRNA
3939,27,0,1,7,6,4,12,3,6,0,7,10,2,6,0,7,3,5,11,8,0,15,0,0,5,0,nonDRNA
3940,17,0,3,13,13,15,13,5,6,0,7,14,2,4,0,10,9,15,8,5,0,13,5,0,4,0,nonDRNA
3941,38,0,11,16,22,9,39,7,26,0,9,31,2,7,0,22,9,24,15,17,0,42,0,0,1,0,nonDRNA
3942,41,0,7,29,93,43,35,10,48,0,60,66,18,34,0,38,15,39,36,29,0,50,13,0,30,0,nonDRNA
3943,67,0,11,40,67,32,60,20,54,0,45,69,18,33,0,42,11,46,27,27,0,59,2,0,42,0,nonDRNA
3944,142,0,10,54,45,27,71,21,24,0,22,73,26,18,0,46,27,81,45,22,0,54,7,0,26,0,nonDRNA
3945,33,0,4,23,20,20,42,13,13,0,12,40,8,19,0,19,12,28,27,25,0,29,10,0,19,0,nonDRNA
3946,33,0,4,23,20,20,42,13,13,0,12,41,8,19,0,19,12,27,27,25,0,29,10,0,19,0,nonDRNA
3947,17,0,12,9,32,14,23,6,23,0,39,27,5,11,0,13,3,14,13,12,0,16,2,0,19,0,nonDRNA
3948,18,0,7,11,16,4,4,2,10,0,16,27,5,5,0,8,10,3,7,9,0,10,2,0,4,0,nonDRNA
3949,20,0,7,8,15,4,7,2,11,0,17,27,5,6,0,8,10,3,6,8,0,10,2,0,4,0,nonDRNA
3950,19,0,3,14,22,17,21,4,9,0,16,32,5,7,0,15,8,13,18,11,0,28,1,0,10,0,nonDRNA
3951,87,0,8,41,17,27,78,6,25,0,14,49,13,60,0,37,37,26,76,57,0,44,22,0,52,0,nonDRNA
3952,32,0,10,45,48,21,74,11,32,0,51,70,13,52,0,50,53,28,46,52,0,32,10,0,12,0,nonDRNA
3953,41,0,4,22,31,13,45,11,19,0,20,33,12,14,0,22,12,26,22,26,0,32,14,0,11,0,nonDRNA
3954,28,0,2,1,5,10,8,2,2,0,1,32,1,1,0,8,5,13,6,5,0,10,3,0,7,0,nonDRNA
3955,22,0,2,1,5,13,8,3,2,0,1,29,4,1,0,8,6,11,7,7,0,11,3,0,6,0,nonDRNA
3956,5,0,4,9,7,6,12,4,8,0,7,10,4,7,0,0,5,7,8,11,0,15,0,0,5,0,nonDRNA
3957,12,0,5,11,16,5,16,12,14,0,10,28,5,13,0,6,9,12,10,9,0,16,6,0,5,0,nonDRNA
3958,23,0,1,17,11,3,21,5,22,0,21,27,6,12,0,3,14,4,11,12,0,26,1,0,5,0,nonDRNA
3959,15,0,0,18,32,12,16,2,16,0,26,22,11,7,0,7,3,15,9,9,0,21,1,0,16,0,nonDRNA
3960,76,0,7,36,18,11,44,9,18,0,3,35,8,10,0,16,10,39,10,27,0,36,5,0,5,0,nonDRNA
3961,30,0,2,25,40,24,31,5,23,0,39,45,8,17,0,12,2,26,25,22,0,36,4,0,10,0,nonDRNA
3962,15,0,1,20,21,3,13,6,15,0,7,23,7,5,0,8,7,21,11,17,0,23,1,0,2,0,nonDRNA
3963,32,0,3,26,18,14,33,8,20,0,10,27,11,9,0,20,11,17,17,18,0,25,2,0,9,0,nonDRNA
3964,28,0,1,16,21,8,35,2,27,0,18,43,8,13,0,11,16,20,14,9,0,18,7,0,6,0,nonDRNA
3965,40,0,4,26,43,30,45,20,44,0,32,63,18,36,0,20,24,31,45,31,0,33,9,0,14,0,nonDRNA
3966,48,0,1,50,28,23,66,8,26,0,50,45,12,26,0,41,21,37,36,46,0,45,8,0,28,0,nonDRNA
3967,8,0,7,16,11,8,11,5,9,0,8,9,4,3,0,8,1,14,8,6,0,9,2,0,4,0,nonDRNA
3968,16,0,3,22,35,8,11,5,30,0,23,16,12,8,0,3,11,22,26,16,0,16,0,0,5,0,nonDRNA
3969,7,0,1,8,10,4,6,6,11,0,16,21,3,11,0,3,7,3,12,7,0,6,0,0,3,0,nonDRNA
3970,9,0,1,18,16,10,6,11,12,0,13,26,7,9,0,3,8,7,12,9,0,7,2,0,6,0,nonDRNA
3971,24,0,5,26,21,9,27,16,30,0,29,23,5,13,0,9,6,14,21,19,0,30,2,0,15,0,nonDRNA
3972,38,0,0,40,31,47,43,10,43,0,49,63,17,37,0,21,33,16,45,40,0,31,5,0,44,0,nonDRNA
3973,66,0,3,20,17,12,24,9,19,0,4,23,5,10,0,12,7,17,14,15,0,20,2,0,10,0,nonDRNA
3974,25,0,2,22,21,14,25,8,26,0,14,32,8,12,0,21,17,22,29,22,0,28,6,0,12,0,nonDRNA
3975,19,0,1,1,19,6,16,3,2,0,5,20,3,0,0,8,2,13,7,4,0,16,1,0,3,0,nonDRNA
3976,28,0,0,23,42,19,34,12,28,0,24,29,15,26,0,20,13,12,11,31,0,25,0,0,18,0,nonDRNA
3977,81,0,28,57,133,28,46,19,63,0,122,131,21,59,0,34,106,60,106,53,0,62,5,0,17,0,nonDRNA
3978,8,0,1,6,10,5,4,2,15,0,16,12,3,11,0,4,3,5,9,10,0,3,1,0,8,0,nonDRNA
3979,28,0,4,24,38,20,51,7,30,0,34,57,7,22,0,20,6,21,28,27,0,54,0,0,12,0,nonDRNA
3980,18,0,0,29,49,19,28,12,34,0,52,46,8,31,0,14,18,17,31,15,0,24,3,0,28,0,nonDRNA
3981,38,0,4,33,28,17,39,10,41,0,65,64,5,48,0,23,22,26,37,49,0,41,12,0,28,0,nonDRNA
3982,28,0,6,15,19,12,27,10,23,0,26,34,4,12,0,12,15,10,15,16,0,27,0,0,7,0,nonDRNA
3983,37,0,7,21,26,17,29,20,18,0,33,41,14,10,0,123,46,19,32,27,0,31,8,0,21,0,nonDRNA
3984,58,0,7,70,54,32,55,20,57,0,38,52,11,41,0,51,27,36,47,47,0,60,4,0,29,0,nonDRNA
3985,28,0,3,12,17,10,22,6,11,0,11,17,12,5,0,12,9,13,15,23,0,27,1,0,4,0,nonDRNA
3986,15,0,5,28,21,15,28,11,15,0,20,23,10,12,0,23,7,15,15,12,0,17,9,0,23,0,nonDRNA
3987,21,0,1,22,40,20,24,8,28,0,44,49,7,22,0,16,10,25,28,16,0,42,3,0,14,0,nonDRNA
3988,23,0,1,18,46,9,25,6,37,0,34,25,9,10,0,11,3,16,15,17,0,26,1,0,16,0,nonDRNA
3989,14,0,11,11,16,5,7,3,10,0,17,28,5,3,0,14,9,13,26,15,0,14,2,0,9,0,nonDRNA
3990,16,0,9,16,12,7,7,4,11,0,21,18,6,13,0,11,10,13,25,16,0,20,2,0,7,0,nonDRNA
3991,21,0,2,10,22,14,18,8,23,0,19,19,6,17,0,10,14,11,16,12,0,22,3,0,17,0,nonDRNA
3992,35,0,0,22,56,22,28,8,38,0,26,46,10,23,0,16,9,33,19,16,0,37,4,0,19,0,nonDRNA
3993,44,0,1,39,50,17,44,34,33,0,50,30,11,34,0,30,27,18,48,64,0,38,7,0,22,0,nonDRNA
3994,20,0,8,25,29,14,16,9,40,0,34,38,7,28,0,5,7,10,19,13,0,21,4,0,28,0,nonDRNA
3995,39,0,4,16,20,11,36,10,24,0,8,22,8,3,0,12,7,24,11,15,0,19,4,0,4,0,nonDRNA
3996,35,0,2,12,15,10,20,3,15,0,11,23,9,7,0,10,3,13,19,18,0,13,1,0,6,0,nonDRNA
3997,6,0,0,5,14,9,9,4,10,0,13,12,6,9,0,5,6,2,4,2,0,3,3,0,5,0,nonDRNA
3998,16,0,8,4,1,5,9,0,2,0,3,9,1,6,0,7,7,2,3,4,0,9,0,0,1,0,nonDRNA
3999,34,0,4,12,8,8,25,1,13,0,7,23,2,11,0,11,7,15,15,18,0,9,1,0,6,0,nonDRNA
4000,5,0,3,18,32,21,11,9,28,0,24,45,8,20,0,11,18,13,26,15,0,18,3,0,22,0,nonDRNA
